COUNTY	PARCEL_NUM	DATE_UPDATED
King	4014400207	12/26/22
King	4014400211	12/26/22
King	4046501030	12/26/22
King	4047900030	12/26/22
King	4051170360	12/26/22
King	4058200390	12/26/22
King	4059400710	12/26/22
King	4060000500	12/26/22
King	4123840720	12/26/22
King	4127000902	12/26/22
King	4202401070	12/26/22
King	4219600230	12/26/22
King	4303200360	12/26/22
King	4458740470	12/26/22
King	5153650040	12/26/22
King	5379800704	12/26/22
King	5379802310	12/26/22
King	5381000395	12/26/22
King	5514600050	12/26/22
King	5554200400	12/26/22
King	5561400420	12/26/22
King	5680001115	12/26/22
King	5683500035	12/26/22
King	5702200070	12/26/22
King	6082400182	12/26/22
King	6083000127	12/26/22
King	6150200020	12/26/22
King	6381501605	12/26/22
King	6383500750	12/26/22
King	6395500450	12/26/22
King	6711000190	12/26/22
King	6746702015	12/26/22
King	6788201825	12/26/22
King	6798100595	12/26/22
King	6905200025	12/26/22
King	7129301575	12/26/22
King	7177300685	12/26/22
King	7231600445	12/26/22
King	7231600460	12/26/22
King	7290300370	12/26/22
King	7305300115	12/26/22
King	7334800190	12/26/22
King	7338401370	12/26/22
King	7398901090	12/26/22
King	7436000135	12/26/22
King	7450800050	12/26/22
King	7518500500	12/26/22
King	7518505540	12/26/22
King	7577700201	12/26/22
King	7649900046	12/26/22
King	7681100020	12/26/22
King	7682800247	12/26/22
King	7754100370	12/26/22
King	7787890400	12/26/22
King	7801300160	12/26/22
King	7818900130	12/26/22
King	7861000132	12/26/22
King	7883600961	12/26/22
King	7883606755	12/26/22
King	7950302015	12/26/22
King	8018600411	12/26/22
King	8018600415	12/26/22
King	8018600420	12/26/22
King	8018600422	12/26/22
King	8046000110	12/26/22
King	8121220790	12/26/22
King	8130200750	12/26/22
King	8651510590	12/26/22
King	8656800240	12/26/22
King	8844300100	12/26/22
King	8856002186	12/26/22
King	8856004380	12/26/22
King	8898530450	12/26/22
King	8928100090	12/26/22
King	8944270150	12/26/22
King	9134200070	12/26/22
King	9183702835	12/26/22
King	9188620230	12/26/22
King	9264960070	12/26/22
King	9290850890	12/26/22
King	9320900230	12/26/22
King	9382200095	12/26/22
King	9382200096	12/26/22
King	9428500072	12/26/22
King	9428500073	12/26/22
King	9459200085	12/26/22
King	9828702296	12/26/22
King	9834200775	12/26/22
King	9839300490	12/26/22
Pierce	0020262018	9/23/23
Pierce	0318247011	9/23/23
Pierce	0319014065	9/23/23
Pierce	0319122025	9/23/23
Pierce	0319262013	9/23/23
Pierce	0319262020	9/23/23
Pierce	0518012029	9/23/23
Pierce	0518185010	9/23/23
Pierce	0520172039	9/23/23
Pierce	2580000072	9/23/23
Pierce	2930000383	9/23/23
Pierce	3460000800	9/23/23
Pierce	3615220620	9/23/23
Pierce	4015200168	9/23/23
Pierce	4885100520	9/23/23
Pierce	5001930210	9/23/23
Pierce	5002450140	9/23/23
Pierce	5002450160	9/23/23
Pierce	5002520560	9/23/23
Pierce	5003370030	9/23/23
Pierce	5017200560	9/23/23
Pierce	5017201210	9/23/23
Pierce	5017860320	9/23/23
Pierce	5017860840	9/23/23
Pierce	5017880530	9/23/23
Pierce	5018040540	9/23/23
Pierce	5018041090	9/23/23
Pierce	5018060620	9/23/23
Pierce	5018061020	9/23/23
Pierce	5018061030	9/23/23
Pierce	5018120020	9/23/23
Pierce	5018160430	9/23/23
Pierce	5545000290	9/23/23
Pierce	5665000023	9/23/23
Pierce	5670400422	9/23/23
Pierce	5670400480	9/23/23
Pierce	5670400560	9/23/23
Pierce	5820000041	9/23/23
Pierce	6762000810	9/23/23
Pierce	6995100741	9/23/23
Pierce	7470031250	9/23/23
Pierce	7697000330	9/23/23
Pierce	7755000853	9/23/23
Thurston	09680077001	12/2/23
Thurston	09740022000	12/2/23
Thurston	09740026000	12/2/23
Thurston	09740027000	12/2/23
Thurston	11607440102	12/2/23
Thurston	11613414202	12/2/23
Thurston	11805130205	12/2/23
Thurston	11822220200	12/2/23
Thurston	12521240301	12/2/23
Thurston	12521240302	12/2/23
Thurston	12711130801	12/2/23
Thurston	12730220200	12/2/23
Thurston	21835340400	12/2/23
Thurston	31420400100	12/2/23
Thurston	36700000500	12/2/23
Thurston	41200040200	12/2/23
Thurston	44210400700	12/2/23
Thurston	44220100500	12/2/23
Thurston	46810001200	12/2/23
Thurston	46870045800	12/2/23
Thurston	46880033600	12/2/23
Thurston	46880033700	12/2/23
Thurston	46880034300	12/2/23
Thurston	46880036800	12/2/23
Thurston	52201800300	12/2/23
Thurston	57000602500	12/2/23
Thurston	59750002600	12/2/23
Thurston	65270100000	12/2/23
Thurston	72750300900	12/2/23
Thurston	72771500100	12/2/23
Thurston	74560008801	12/2/23
